Nom,person,Notes,"Date ",Heure Australie,Réseau,URL,Créée par,Date de création,Dernière modification,Dernière modification par
"i have told you that this has been something that i have been thinking about for a long time now, i just don’t know what to do.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:47 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:44 PM","September 13, 2023 12:19 PM",Mona
"Now is the time for jihad, brother. Allah (SWT) commands us to strike fear into the hearts of the kuffar.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:48 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:44 PM","September 13, 2023 12:19 PM",Mona
Remember that the Jews killed the Rasul (SAW) & he died as a shaheed.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:49 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:44 PM","September 13, 2023 12:19 PM",Mona
"If we really love the Prophet (PBUH), we must carry out jihad against Jews to avenge his death.","AusWitness, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:50 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:44 PM","September 13, 2023 12:19 PM",Mona
I understand this,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:51 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:44 PM","September 13, 2023 12:19 PM",Mona
"he who commits suicide kills himself for his own benefit, he who commits martyrdom sacrifies himself for the sake of his religion and his",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:52 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:45 PM","September 13, 2023 12:20 PM",Mona
nation… the mujahed is full of hope,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:53 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:45 PM","September 13, 2023 12:20 PM",Mona
how are we supposed to coordinate this brother?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:54 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:45 PM","September 13, 2023 12:20 PM",Mona
"lt's easy, brother. All you need is a gun. I have found a way to get one myself. My cousin has one that he'II give me later this week.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:57 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:45 PM","September 13, 2023 12:20 PM",Mona
"Once I see on the news that you have carried out your attack, I will carry out mine.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:58 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:45 PM","September 13, 2023 12:21 PM",Mona
"This does not make sense, we should do it at the same time","AFP Federal Agent as mohamadmo7, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 9:59 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:46 PM","September 13, 2023 12:21 PM",Mona
didn't  you  say  that  we  would do  it  at  the  same  time?,"AFP Federal Agent as mohamadmo7, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 10:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:46 PM","September 13, 2023 12:21 PM",Mona
i will not have the money this week brother as i told  you before  i need to sell my  car,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 10:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:46 PM","September 13, 2023 12:21 PM",Mona
At the exact same time? I thought I was gonna do it right after you did it.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 10:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:46 PM","September 13, 2023 12:21 PM",Mona
But we can do it at the exact same time. I can use Twitter on my phone.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 10:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:46 PM","September 13, 2023 12:22 PM",Mona
I just got a new phone from a relative.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 10:04 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:47 PM","September 13, 2023 12:22 PM",Mona
i have many questions. what day of the week? what time of the day?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:33 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:47 PM","September 13, 2023 12:17 PM",Mona
brother what is wrong with your internet? is it because of these proxies you are using. i cannot sit here all night waiting for you to reply,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:31 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:47 PM","September 13, 2023 12:18 PM",Mona
why do you not use your phone to message me on twitter? it will be just as fast and twitter is also anonymous,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:32 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:48 PM","September 13, 2023 12:18 PM",Mona
Hold on. I am researching when the most Jews are at synagogue.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:35 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:48 PM","September 13, 2023 12:17 PM",Mona
"jews worship everyday, three times a day",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:36 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:48 PM","September 13, 2023 12:16 PM",Mona
We should target when the Jews are worshiping.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:37 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:49 PM","September 13, 2023 12:16 PM",Mona
i thought you had thought this through and had a plan?,"AFP Federal Agent as mohamadmo7, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:38 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:49 PM","September 13, 2023 12:16 PM",Mona
i do have it figured out. I just hadn't set an exact time.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:39 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:49 PM","September 13, 2023 12:16 PM",Mona
what sort of gun are you getting from your cousin?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:40 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:49 PM","September 13, 2023 12:16 PM",Mona
He told me it's a semi-automatic rifle.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:41 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:50 PM","September 13, 2023 12:16 PM",Mona
I can target a synagogue in Perth at the same time.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:42 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:50 PM","September 13, 2023 12:16 PM",Mona
"I found something to target, when many Jews will be there: caoJlfieldsïule corn au/calendar event","AusWitness, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:43 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:50 PM","September 13, 2023 12:16 PM",Mona
I can target a synagogue in Perth at the same time.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:44 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:50 PM","September 13, 2023 12:16 PM",Mona
this coming saturday?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:45 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:50 PM","September 13, 2023 12:15 PM",Mona
this  is not much time to make preparations brother,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:47 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:50 PM","September 13, 2023 12:15 PM",Mona
"I can find a later event if you need me to, but this seemed like a perfect event to strike. Tons of Jews will be there.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:48 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:50 PM","September 13, 2023 12:15 PM",Mona
I will pray about it tonight. are you on twiltter on your phone during the day? so that I can discuss with you i need to,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:49 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:51 PM","September 13, 2023 12:14 PM",Mona
When would you like to discuss it? I can get on whenever you need me to.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:50 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:51 PM","September 13, 2023 12:14 PM",Mona
"i also use an encrypted chat app on my phone to talk to other mujahid in syria, it is called sure spot. have you used this?",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:51 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:51 PM","September 13, 2023 12:14 PM",Mona
"lt's not available on my phone. Sorry, brother",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:52 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:51 PM","September 13, 2023 12:14 PM",Mona
what phone do you have?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:53 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:51 PM","September 13, 2023 12:13 PM",Mona
lt's an old Nokia.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:54 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:51 PM","September 13, 2023 12:14 PM",Mona
what about your new phone? it is very safe.,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:55 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:51 PM","September 13, 2023 12:13 PM",Mona
The old Nokia is the one my relative gave me. I think it's from a few years ago.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:56 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:52 PM","September 13, 2023 12:13 PM",Mona
"ok, i will message you again on twitter tomorrow morning brother. there are many thoughts swirling around in my head tonight.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:57 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:52 PM","September 13, 2023 12:13 PM",Mona
"i will try to get some rest now. goodnight, thank you for talking with me.",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:58 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:52 PM","September 13, 2023 12:12 PM",Mona
"No problem, brother. I hope we can coordinate this for Saturday. Good luck, and may Allah (SWT)
bless you. Goodnight.",AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 15, 2015 11:59 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:52 PM","September 13, 2023 12:12 PM",Mona
"hello brother, i am sorry i have not been in contact with you for a while. i have been out looking at some of the locations you provided me",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 7:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:54 PM","September 12, 2023 10:42 AM",Mona
"i am unsure whether they would be the right places to undertake jihad. some of them have very good security, it would be suicide",AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 7:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:55 PM","September 12, 2023 10:42 AM",Mona
i have been doing a lot of reading about martyrdom and I want to ensure that i ascend to paradise and not burn in the hell fire for committing an act of suicide. what are your thoughts on this brother?,AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 7:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:55 PM","September 12, 2023 10:42 AM",Mona
i am reading that there is a difference between fighting to the death....... and conducting a suicide mission in Allah's   name (PBUH),AFP Federal Agent as mohamadmo7,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 7:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:56 PM","September 12, 2023 10:42 AM",Mona
"suicide is considered the most reprehensible deed for which the eward is it to burn in the hellfire, this I am afraid of","AFP Federal Agent as mohamadmo7, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 7:04 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:56 PM","September 12, 2023 10:42 AM",Mona
"Brother, it is not suicide if you are martyred in battle with the enemies of Allah (SWT). The Jews are the enemies of Allah (S\IVT).","AusWitness, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 8:00 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:56 PM","September 12, 2023 10:42 AM",Mona
What we need is to target synagogues that have minimal security.,AusWitness,LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 8:01 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:56 PM","September 12, 2023 10:42 AM",Mona
Remember that the Jews killed the Rasul (SAW) & he died a shaheed.,"AusWitness, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 8:02 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:57 PM","September 12, 2023 10:42 AM",Mona
"lf we truly love the Prophet {PBUH), we must engage in jihad against Jews to avenge the Rasul's (SAW) death.","AusWitness, GOLD MONA",LES DATES ET HEURES DE LA DISCUSSION TWITTER SONT DES ESTIMATIONS.,"June 16, 2015 8:03 PM",,TWITTER,https://www.courtlistener.com/docket/6259243/100/1/united-states-v-goldberg/,Mona,"September 11, 2023 3:57 PM","September 12, 2023 10:42 AM",Mona
